m1_no_batch_out	InnoDB	120	0.06	2026-01-30 02:28:54	NULL
m1_no_batch_transaction	InnoDB	713	0.17	2026-01-30 02:28:55	NULL
m1_no_batch_transaction_history	InnoDB	113	0.05	2026-01-30 02:29:03	NULL
m1_no_batch_transaction_v	NULL	NULL	NULL	2026-01-30 02:35:28	NULL
m1_no_serial_in	InnoDB	613	0.17	2026-01-30 02:29:04	NULL
m1_no_serial_in_copy	InnoDB	0	0.06	2026-01-30 02:29:11	NULL
m1_no_serial_in_getdata	NULL	NULL	NULL	2026-01-30 02:35:28	NULL
m1_no_serial_in_old	InnoDB	0	0.06	2026-01-30 02:29:11	NULL
m1_no_serial_in_v	NULL	NULL	NULL	2026-01-30 02:35:28	NULL
m1_no_serial_out	InnoDB	101	0.06	2026-01-30 02:29:11	NULL
m1_no_serial_out_copy	InnoDB	0	0.06	2026-01-30 02:29:12	NULL
m1_no_serial_out_v	NULL	NULL	NULL	2026-01-30 02:35:28	NULL
m1_no_serial_transaction	InnoDB	825	0.19	2026-01-30 02:29:13	NULL
m1_no_serial_transaction_history	InnoDB	458	0.13	2026-01-30 02:29:21	NULL
m1_no_serial_transaction_v	NULL	NULL	NULL	2026-01-30 02:35:28	NULL
m1_notes	InnoDB	0	0.02	2026-01-30 02:28:52	NULL
