m1_item_c	bid	b	m0_versi_db	82	suffix_match
m1_item_c	bid	b	m2_cb	82	suffix_match
m1_item_c	bid	b	m3_ib	82	suffix_match
m1_item_copy1	bid	b	m0_versi_db	82	suffix_match
m1_item_copy1	bid	b	m2_cb	82	suffix_match
m1_item_copy1	bid	b	m3_ib	82	suffix_match
m1_item_copy2	bid	b	m0_versi_db	82	suffix_match
m1_item_copy2	bid	b	m2_cb	82	suffix_match
m1_item_copy2	bid	b	m3_ib	82	suffix_match
m1_item_flex	bid	b	m0_versi_db	82	suffix_match
m1_item_flex	bid	b	m2_cb	82	suffix_match
m1_item_flex	bid	b	m3_ib	82	suffix_match
m1_item_hauling	bid	b	m0_versi_db	82	suffix_match
m1_item_hauling	bid	b	m2_cb	82	suffix_match
m1_item_hauling	bid	b	m3_ib	82	suffix_match
m1_item_hauling_history	bid	b	m0_versi_db	82	suffix_match
m1_item_hauling_history	bid	b	m2_cb	82	suffix_match
m1_item_hauling_history	bid	b	m3_ib	82	suffix_match
m1_item_history	bid	b	m0_versi_db	82	suffix_match
m1_item_history	bid	b	m2_cb	82	suffix_match
m1_item_history	bid	b	m3_ib	82	suffix_match
m1_lab_result	lrid	lr	m_10_lr	82	suffix_match
m1_patient	pid	p	0_ap	82	suffix_match
m1_patient	pid	p	0_updatehpp	82	suffix_match
m1_production_activity	paid	pa	m3_pa	82	suffix_match
m1_production_activity	paid	pa	m5_spa	82	suffix_match
m1_production_activity	paid	pa	m_12_cpa	82	suffix_match
m1_production_activity_history	paid	pa	m3_pa	82	suffix_match
m1_production_activity_history	paid	pa	m5_spa	82	suffix_match
m1_production_activity_history	paid	pa	m_12_cpa	82	suffix_match
m1_production_route	prid	pr	m4_pr	82	suffix_match
m1_selling_point	spid	sp	m3_sp	82	suffix_match
m1_selling_point_history	spid	sp	m3_sp	82	suffix_match
m2_bd	bdid	bd	m2r_komisi_abd	82	suffix_match
m2_bd_history	bdid	bd	m2r_komisi_abd	82	suffix_match
m2_cd	cdid	cd	m1_icd	82	suffix_match
m2_cd_history	cdid	cd	m1_icd	82	suffix_match
m2_jm	jmid	jm	m14_pjm	82	suffix_match
m2_jm_history	jmid	jm	m14_pjm	82	suffix_match
m2_rg	rgid	rg	m_10_erg	82	suffix_match
m2_rg_history	rgid	rg	m_10_erg	82	suffix_match
m2_rm	rmid	rm	m1_trm	82	suffix_match
m2_rm	rmid	rm	m_11_rm	82	suffix_match
m2_rm_history	rmid	rm	m1_trm	82	suffix_match
m2_rm_history	rmid	rm	m_11_rm	82	suffix_match
m2r_ap_card	apid	ap	0_ap	82	suffix_match
