m2r_mutasi_stok_sumber	msclassnama	varchar	varchar(250)	YES	classification
m2r_mutasi_stok_sumber	mssubclass	varchar	varchar(250)	YES	classification
m2r_mutasi_stok_sumber	mssubclassnama	varchar	varchar(250)	YES	classification
m2r_penjualan_perhari_1	status	varchar	varchar(250)	YES	status
m2r_penjualan_perhari_2	status	bigint	bigint	YES	status
m2r_perhitungan_insentive	kodesalesman	varchar	varchar(250)	YES	actor
m2r_perhitungan_insentive	namasalesman	varchar	varchar(250)	YES	actor
m2r_salesman_point	salesman	bigint	bigint	NO	actor
m2r_salesman_point	salesmankode	varchar	varchar(250)	YES	actor
m2r_salesman_point	salesmannama	varchar	varchar(250)	YES	actor
m2r_salesman_point	kategorisalesman	varchar	varchar(250)	YES	actor
m2r_salesman_point	kategorisalesmannama	varchar	varchar(250)	YES	actor
m2r_salesman_point	customer	bigint	bigint	YES	actor
m2r_salesman_point	customerkode	varchar	varchar(250)	YES	actor
m2r_salesman_point	customernama	varchar	varchar(100)	YES	actor
m2r_salesman_point	areasalesman	varchar	varchar(250)	YES	location
m2r_salesman_point	areasalesmannama	varchar	varchar(250)	YES	location
m2r_salesman_point	customerarea	varchar	varchar(250)	YES	location
m2r_salesman_point	customerareanama	varchar	varchar(250)	YES	location
m2r_stok	supplier	varchar	varchar(250)	YES	actor
m2r_umpembelian_card	apstatuslunas	tinyint	tinyint	NO	status
m2r_umpembelian_voucher	apstatuslunas	tinyint	tinyint	NO	status
m2r_umpenjualan_card	arstatuslunas	tinyint	tinyint	NO	status
m2r_umpenjualan_voucher	arstatuslunas	tinyint	tinyint	NO	status
m3_dc	dcstatusts	tinyint	tinyint	NO	status
m3_dc	dcstatusrs	tinyint	tinyint	NO	status
m3_dc	dcstatusrealisasi	tinyint	tinyint	NO	status
m3_dc	dcstatus	tinyint	tinyint	NO	status
m3_dc	dcstatussebelumnya	tinyint	tinyint	NO	status
m3_dc_check	status	int	int	NO	status
m3_dc_check_history	status	int	int	NO	status
m3_dc_detail	statusrealisasi	tinyint	tinyint	NO	status
m3_dc_detail_history	statusrealisasi	tinyint	tinyint	NO	status
m3_dc_history	dcstatusts	tinyint	tinyint	NO	status
m3_dc_history	dcstatusrs	tinyint	tinyint	NO	status
m3_dc_history	dcstatusrealisasi	tinyint	tinyint	NO	status
m3_dc_history	dcstatus	tinyint	tinyint	NO	status
m3_dc_history	dcstatussebelumnya	tinyint	tinyint	NO	status
m3_ib	ibstatus	tinyint	tinyint	NO	status
m3_ib	ibstatussebelumnya	tinyint	tinyint	NO	status
m3_ib_history	ibstatus	tinyint	tinyint	NO	status
m3_ib_history	ibstatussebelumnya	tinyint	tinyint	NO	status
m3_mr	mrstatusts	tinyint	tinyint	NO	status
m3_mr	mrstatusrs	tinyint	tinyint	NO	status
m3_mr	mrstatusrealisasi	tinyint	tinyint	NO	status
m3_mr	mrstatus	tinyint	tinyint	NO	status
